סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
795 ,יערה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,922 ,63 ,201 ,360 ,104 ,78 ,116
796 ,צלפון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1022 ,73 ,264 ,326 ,126 ,78 ,155
797 ,אחיעזר ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,2123 ,299 ,568 ,706 ,156 ,170 ,224
798 ,יגל ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,911 ,68 ,208 ,303 ,116 ,90 ,126
799 ,זכריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1076 ,85 ,225 ,371 ,123 ,133 ,139
800 ,בית חנניה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,888 ,72 ,182 ,309 ,96 ,99 ,130
801 ,חמד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1256 ,144 ,393 ,387 ,158 ,47 ,127
802 ,גבעת כ"ח ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1013 ,101 ,225 ,337 ,106 ,107 ,137
803 ,יושיביה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,788 ,63 ,275 ,254 ,89 ,39 ,68
804 ,אחיסמך ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1278 ,104 ,305 ,443 ,137 ,115 ,174
805 ,ישעי ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,915 ,98 ,243 ,296 ,98 ,62 ,118
806 ,עין יהב ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,1014 ,58 ,232 ,338 ,153 ,115 ,118
807 ,חניאל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,929 ,53 ,184 ,295 ,115 ,114 ,168
808 ,ניר אליהו ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,691 ,30 ,158 ,181 ,126 ,50 ,146
809 ,נחם ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,622 ,57 ,142 ,211 ,60 ,52 ,100
810 ,עופר ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,606 ,49 ,137 ,212 ,66 ,56 ,86
811 ,יכיני ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,807 ,84 ,172 ,274 ,97 ,75 ,105
812 ,שלומי ,24 ,עכו ,24 ,עכו ,0 , ,8534 ,583 ,1562 ,3144 ,1253 ,835 ,1157
813 ,עין יעקב ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1275 ,125 ,314 ,455 ,141 ,108 ,132
814 ,תלמים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,883 ,83 ,212 ,307 ,88 ,66 ,127
815 ,זבדיאל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,820 ,98 ,237 ,278 ,60 ,53 ,94
816 ,זנוח ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,522 ,43 ,92 ,187 ,54 ,64 ,82
817 ,עזריקם ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1450 ,144 ,335 ,516 ,143 ,128 ,184
818 ,זרחיה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,824 ,98 ,196 ,300 ,84 ,65 ,81
819 ,אביגדור ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,922 ,74 ,212 ,276 ,124 ,75 ,161
820 ,חלץ ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,566 ,42 ,120 ,172 ,71 ,64 ,97
821 ,אחוזם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,549 ,52 ,86 ,204 ,57 ,64 ,86
822 ,מטע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,890 ,68 ,210 ,309 ,102 ,88 ,113
823 ,בר גיורא ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,716 ,90 ,164 ,253 ,57 ,44 ,108
824 ,כוכב מיכאל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1205 ,69 ,323 ,345 ,194 ,97 ,177
825 ,נס הרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1418 ,70 ,412 ,478 ,242 ,96 ,120
826 ,עוזה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,422 ,44 ,68 ,117 ,37 ,67 ,89
827 ,נווה מבטח ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,677 ,48 ,138 ,224 ,101 ,53 ,113
828 ,ישרש ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1061 ,102 ,231 ,344 ,135 ,102 ,147
829 ,מבטחים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,573 ,49 ,109 ,190 ,46 ,62 ,117
831 ,ירוחם ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12912 ,1364 ,3153 ,4591 ,1295 ,1011 ,1498
833 ,נורית ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,325 ,24 ,104 ,100 ,68 ,16 ,13
836 ,גנות ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,509 ,50 ,94 ,163 ,63 ,43 ,96
837 ,עזריאל ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,938 ,63 ,220 ,312 ,142 ,79 ,122
838 ,פדיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,803 ,60 ,160 ,288 ,92 ,80 ,123
839 ,פתחיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,903 ,88 ,186 ,310 ,93 ,92 ,134
840 ,כיסופים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,406 ,21 ,78 ,120 ,45 ,49 ,93
841 ,אלישמע ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1125 ,88 ,213 ,387 ,129 ,123 ,185
842 ,געש ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1099 ,97 ,236 ,320 ,142 ,85 ,219
843 ,מרגליות ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,432 ,29 ,42 ,195 ,37 ,55 ,74
844 ,נחל עוז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,560 ,43 ,123 ,189 ,72 ,44 ,89
845 ,כפר עזה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1078 ,102 ,172 ,436 ,105 ,85 ,178
846 ,שפר ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,520 ,48 ,138 ,150 ,59 ,46 ,79
848 ,בית רבן ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,470 ,131 ,80 ,239 ,11 ,6 ,3
849 ,דביר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1222 ,74 ,371 ,365 ,211 ,83 ,118
850 ,אחיטוב ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1059 ,88 ,201 ,360 ,142 ,106 ,162
851 ,ניצני עוז ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1090 ,79 ,239 ,364 ,151 ,129 ,128
852 ,גונן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,520 ,21 ,108 ,140 ,89 ,51 ,111
853 ,גאליה ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1135 ,77 ,214 ,367 ,157 ,120 ,200
854 ,רחוב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,529 ,60 ,97 ,199 ,59 ,37 ,77
856 ,שעלבים ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1537 ,153 ,503 ,540 ,197 ,79 ,65
857 ,כפר אביב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,816 ,58 ,193 ,243 ,123 ,72 ,127
858 ,נווה ירק ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1272 ,85 ,271 ,410 ,195 ,134 ,177
859 ,כסלון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,435 ,48 ,98 ,145 ,56 ,32 ,56
861 ,שדה אליעזר ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,1003 ,76 ,241 ,322 ,123 ,125 ,116
862 ,גני יוחנן ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,683 ,37 ,137 ,191 ,101 ,75 ,142
863 ,גינתון ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,934 ,80 ,192 ,286 ,141 ,88 ,147
864 ,בקוע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,920 ,84 ,232 ,286 ,121 ,83 ,114
865 ,שיבולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,426 ,34 ,88 ,149 ,55 ,37 ,63
866 ,יטבתה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,997 ,50 ,181 ,331 ,138 ,117 ,180
868 ,אלוני יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,186 ,7 ,22 ,63 ,14 ,9 ,71
870 ,גבעת השלושה ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,798 ,66 ,162 ,247 ,112 ,69 ,142
871 ,עינת ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,962 ,48 ,234 ,270 ,172 ,108 ,130
872 ,גאולי תימן ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,408 ,28 ,98 ,123 ,50 ,32 ,77
873 ,שלווה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,708 ,99 ,153 ,255 ,66 ,52 ,83
874 ,מגדל העמק ,23 ,עפולה ,23 ,עפולה ,0 , ,32333 ,2733 ,6234 ,10573 ,3750 ,2983 ,6060
877 ,בית חירות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,939 ,64 ,220 ,276 ,131 ,88 ,160
880 ,עין שריד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1583 ,117 ,327 ,553 ,184 ,159 ,243
882 ,אורנים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,6 ,0 ,0 ,3 ,1 ,0 ,2
885 ,שדה בוקר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,646 ,40 ,134 ,194 ,87 ,49 ,142
886 ,איתנים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,3 ,0 ,0 ,0 ,0 ,0 ,3
888 ,כפר הרי"ף ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,894 ,69 ,186 ,295 ,133 ,92 ,119
889 ,כפר חסידים ב' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,267 ,17 ,58 ,82 ,30 ,13 ,67
890 ,כפר הנוער הדתי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,61 ,5 ,8 ,19 ,3 ,4 ,22
892 ,עבדון ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,775 ,60 ,161 ,278 ,93 ,80 ,103
897 ,מדרשת רופין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,11 ,0 ,0 ,8 ,1 ,1 ,1
913 ,שבלי - אום אל-גנם ,23 ,עפולה ,23 ,עפולה ,0 , ,7105 ,587 ,1717 ,2861 ,841 ,567 ,532
916 ,ישע ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,476 ,29 ,105 ,156 ,69 ,48 ,69
917 ,עצמון שגב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1475 ,79 ,348 ,483 ,211 ,168 ,186
919 ,גבעת ישעיהו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,747 ,63 ,146 ,254 ,91 ,86 ,107
921 ,שער מנשה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,114 ,1 ,1 ,11 ,17 ,29 ,55
922 ,רכסים ,31 ,חיפה ,27 ,קריות ,0 , ,15800 ,2944 ,5261 ,5249 ,867 ,609 ,870
926 ,נווה אבות ,32 ,חדרה ,32 ,חדרה ,0 , ,14 ,0 ,0 ,0 ,0 ,0 ,14
932 ,אבו עמרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19 ,2 ,4 ,1 ,2 ,6 ,4
935 ,אבו סריחאן )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,25 ,2 ,1 ,7 ,7 ,4 ,4
939 ,מסעודין אל-עזאזמה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,21569 ,3966 ,7513 ,7657 ,1238 ,603 ,592
942 ,סואעד )חמירה( ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,299 ,36 ,51 ,121 ,31 ,24 ,36
944 ,בסמת טבעון ,23 ,עפולה ,23 ,עפולה ,0 , ,8565 ,782 ,1838 ,3572 ,973 ,746 ,654
948 ,חוג'ייראת )ד'הרה( ,24 ,עכו ,24 ,עכו ,56 ,משגב ,27 ,0 ,4 ,4 ,4 ,1 ,14
956 ,הוזייל )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1726 ,314 ,508 ,539 ,113 ,131 ,121
957 ,עוקבי )בנו עוקבה( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,672 ,110 ,201 ,264 ,40 ,38 ,19
958 ,אבו עבדון )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,305 ,63 ,92 ,105 ,18 ,13 ,14
959 ,אפיניש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,117 ,21 ,27 ,39 ,13 ,11 ,6
960 ,אסד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1229 ,258 ,465 ,396 ,42 ,39 ,29
961 ,אבו רוקייק )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11749 ,2068 ,3934 ,4328 ,662 ,396 ,361
962 ,טובא-זנגריה ,21 ,צפת ,21 ,צפת ,0 , ,7418 ,656 ,1704 ,3155 ,894 ,533 ,476
963 ,אעצם )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,13118 ,2572 ,4640 ,4615 ,686 ,332 ,273
964 ,קודייראת א-צאנע)שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2715 ,74 ,989 ,1248 ,209 ,95 ,100
965 ,אטרש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,3559 ,103 ,1434 ,1623 ,222 ,95 ,82
966 ,אבו רובייעה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,10344 ,1998 ,3517 ,3634 ,581 ,305 ,309
967 ,אבו ג'ווייעד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,5657 ,1177 ,1987 ,1877 ,311 ,139 ,166
968 ,אבו קורינאת )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7808 ,1487 ,2684 ,2737 ,438 ,237 ,225
969 ,עטאוונה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,155 ,4 ,36 ,64 ,13 ,13 ,25
970 ,תראבין א-צאנע )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1146 ,27 ,469 ,519 ,70 ,25 ,36
972 ,קוואעין )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1124 ,31 ,501 ,510 ,40 ,22 ,20
975 ,זרזיר ,23 ,עפולה ,23 ,עפולה ,0 , ,9511 ,908 ,2403 ,4003 ,1003 ,650 ,544
976 ,ג'נאביב )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1758 ,360 ,596 ,597 ,107 ,49 ,49
978 ,כעביה-טבאש-חג'אג'רה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,6697 ,684 ,1657 ,2830 ,656 ,467 ,403
986 ,ח'ואלד )שבט( ,25 ,נצרת ,31 ,חיפה ,12 ,זבולון ,85 ,14 ,18 ,30 ,5 ,12 ,6
989 ,סואעד )כמאנה( )שבט( ,24 ,עכו ,20 ,כרמיאל ,0 , ,31 ,1 ,1 ,8 ,9 ,9 ,3
990 ,ראס עלי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,761 ,79 ,198 ,322 ,81 ,49 ,32
993 ,חמאם ,22 ,כנרת ,22 ,טבריה ,65 ,אל-בטוף ,1764 ,145 ,376 ,751 ,197 ,159 ,136
994 ,מנשית זבדה ,25 ,נצרת ,23 ,עפולה ,9 ,עמק יזרעאל ,1678 ,220 ,444 ,667 ,151 ,117 ,79
997 ,רומת הייב ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,2477 ,263 ,629 ,1028 ,228 ,157 ,172
998 ,ביר אל-מכסור ,24 ,עכו ,25 ,נוף הגליל ,0 , ,11369 ,1038 ,2766 ,4790 ,1162 ,836 ,777
1015 ,מבשרת ציון ,11 ,ירושלים ,11 ,ירושלים ,0 , ,29744 ,2496 ,5536 ,9669 ,3378 ,2806 ,5859
1020 ,אור עקיבא ,32 ,חדרה ,32 ,חדרה ,0 , ,28199 ,2593 ,5283 ,9741 ,3128 ,2478 ,4976
1024 ,חרוצים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,831 ,44 ,159 ,264 ,112 ,105 ,147
1031 ,שדרות ,61 ,אשקלון ,61 ,אשקלון ,0 , ,41438 ,4981 ,8393 ,16669 ,3866 ,3031 ,4498
1034 ,קרית מלאכי ,61 ,אשקלון ,61 ,אשקלון ,0 , ,30520 ,3732 ,7406 ,11133 ,2474 ,1973 ,3802
1041 ,נצאצרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,428 ,5 ,142 ,177 ,54 ,30 ,20
1042 ,אבו עמאר )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,97 ,14 ,17 ,43 ,10 ,8 ,5
1043 ,גיזו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,217 ,11 ,54 ,64 ,32 ,32 ,24
1044 ,יעף ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,281 ,9 ,79 ,81 ,62 ,23 ,27
1045 ,שתולה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,373 ,48 ,76 ,129 ,40 ,34 ,46
1046 ,אוהד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,406 ,12 ,97 ,128 ,88 ,30 ,51
1047 ,חזון ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,397 ,42 ,90 ,116 ,40 ,18 ,91
1050 ,בית חשמונאי ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2321 ,96 ,591 ,748 ,455 ,212 ,219
1051 ,תלמי אליהו ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,315 ,18 ,72 ,88 ,61 ,13 ,63
1052 ,קטורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,649 ,43 ,97 ,221 ,66 ,52 ,170
1053 ,עין חצבה ,62 ,באר שבע ,63 ,אילת ,51 ,תמר ,60 ,11 ,11 ,19 ,7 ,5 ,7
1054 ,תל שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,24881 ,4338 ,8195 ,9504 ,1491 ,749 ,604
1056 ,עין כרם-בי"ס חקלאי ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,21 ,0 ,5 ,8 ,3 ,3 ,2
1057 ,נווה זוהר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,64 ,1 ,4 ,16 ,8 ,7 ,28
1058 ,שדה ניצן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,558 ,22 ,93 ,150 ,114 ,57 ,122
1059 ,כסיפה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,22803 ,3957 ,7444 ,8650 ,1404 ,750 ,598
1060 ,לקיה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19749 ,3487 ,6104 ,7471 ,1403 ,720 ,564
1061 ,נוף הגליל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,57065 ,4492 ,9647 ,18897 ,6754 ,5437 ,11838
1063 ,מעלות-תרשיחא ,24 ,עכו ,24 ,עכו ,0 , ,26259 ,1737 ,4734 ,8990 ,3279 ,2618 ,4901
1064 ,אמירים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,925 ,59 ,194 ,295 ,163 ,86 ,128
1065 ,זמרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,794 ,105 ,243 ,258 ,78 ,46 ,64
1066 ,בני עי"ש ,44 ,רחובות ,44 ,רחובות ,0 , ,7143 ,483 ,1131 ,2221 ,791 ,813 ,1704
1067 ,דוב"ב ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,495 ,44 ,86 ,187 ,53 ,51 ,74
1068 ,אדמית ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,531 ,30 ,94 ,153 ,92 ,50 ,112
1069 ,רם-און ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,952 ,35 ,192 ,310 ,157 ,147 ,111
1070 ,אביעזר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,953 ,68 ,206 ,313 ,141 ,113 ,112
1071 ,נווה מיכאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,830 ,75 ,227 ,295 ,85 ,53 ,95
1072 ,גן הדרום ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,537 ,25 ,152 ,151 ,89 ,40 ,80
1076 ,בית ברל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,57 ,6 ,7 ,17 ,11 ,3 ,13
1077 ,גבעת שפירא ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,341 ,12 ,86 ,96 ,57 ,48 ,42
1079 ,צפרירים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,437 ,34 ,82 ,152 ,54 ,50 ,65
1080 ,מבועים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1258 ,98 ,253 ,474 ,128 ,164 ,141
1081 ,אבן מנחם ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,396 ,34 ,66 ,139 ,45 ,44 ,68
1082 ,מעגלים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1531 ,152 ,270 ,632 ,129 ,196 ,152
1083 ,תושיה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,624 ,64 ,152 ,265 ,64 ,41 ,38
1084 ,בן שמן )כפר נוער( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,242 ,17 ,55 ,76 ,24 ,18 ,52
1085 ,כרם שלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,293 ,41 ,69 ,112 ,27 ,25 ,19
1094 ,כרם ביבנה )ישיבה( ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,277 ,68 ,60 ,133 ,9 ,1 ,6
1095 ,כפר מימון ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,836 ,92 ,205 ,320 ,92 ,52 ,75
1098 ,מרכז שפירא ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,3437 ,491 ,1037 ,1136 ,235 ,208 ,330
1102 ,צוקי ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,278 ,17 ,50 ,84 ,50 ,17 ,60
1103 ,גני הדר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,429 ,34 ,87 ,143 ,51 ,44 ,70
1104 ,פוריה - כפר עבודה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,435 ,49 ,75 ,164 ,44 ,40 ,63
1105 ,פוריה - נווה עובד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1736 ,181 ,379 ,641 ,171 ,120 ,244
1108 ,אומן ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1001 ,110 ,250 ,355 ,112 ,78 ,96
1110 ,חבר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1071 ,114 ,296 ,414 ,116 ,77 ,54
1112 ,יודפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1108 ,92 ,296 ,379 ,164 ,78 ,99
1113 ,צור הדסה ,11 ,ירושלים ,13 ,בית שמש ,0 , ,10945 ,880 ,3203 ,3671 ,1334 ,854 ,1003
1114 ,שריגים )לי-און( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1159 ,64 ,243 ,405 ,134 ,165 ,148
1115 ,אביבים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,556 ,61 ,109 ,207 ,76 ,44 ,59
1117 ,יעל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,29 ,3 ,3 ,13 ,0 ,7 ,3
1123 ,אדרת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,932 ,61 ,227 ,339 ,119 ,114 ,72
1124 ,נאות הכיכר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,328 ,25 ,66 ,95 ,44 ,30 ,68
1125 ,אלמגור ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,501 ,32 ,123 ,140 ,75 ,38 ,93
1126 ,אילות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,418 ,27 ,96 ,136 ,59 ,21 ,79
1127 ,מעלה גלבוע ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,926 ,80 ,365 ,293 ,106 ,28 ,54
1128 ,מי עמי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,430 ,19 ,124 ,112 ,74 ,29 ,72
1129 ,גרופית ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,407 ,31 ,73 ,125 ,58 ,34 ,86
1130 ,כפר רוזנואלד )זרעית( ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,356 ,43 ,51 ,127 ,41 ,38 ,56
1132 ,שניר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,758 ,53 ,162 ,269 ,102 ,71 ,101
1133 ,ורדון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,295 ,30 ,67 ,105 ,25 ,33 ,35
1134 ,יד השמונה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,331 ,31 ,81 ,112 ,41 ,24 ,42
1136 ,צוחר ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,602 ,50 ,82 ,248 ,72 ,64 ,86
1137 ,קרית יערים ,11 ,ירושלים ,13 ,בית שמש ,0 , ,8016 ,1422 ,2616 ,2804 ,404 ,295 ,475
1138 ,יעד ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,943 ,55 ,213 ,313 ,130 ,110 ,122
1139 ,כרמיאל ,24 ,עכו ,20 ,כרמיאל ,0 , ,55394 ,3030 ,8982 ,17421 ,7367 ,5361 ,13233
1140 ,מדרשת בן גוריון ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,1917 ,90 ,464 ,636 ,335 ,167 ,225
1141 ,מבוא מודיעים ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,226 ,20 ,37 ,80 ,32 ,7 ,50
1143 ,נס עמים ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,491 ,26 ,161 ,142 ,116 ,20 ,26
